state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price,arrival_quantity
Maharashtra,Ahmednagar,Ahmednagar,Rice,Common,03/02/2026,1859,3347,2603,146
Maharashtra,Ahmednagar,Ahmednagar,Maize,Yellow,03/02/2026,1253,1811,1532,195
Maharashtra,Ahmednagar,Sangamner,Tomato,Local,03/02/2026,562,1759,1160,315
Maharashtra,Ahmednagar,Sangamner,Onion,Red,03/02/2026,903,2636,1769,281
Maharashtra,Ahmednagar,Sangamner,Potato,Local,03/02/2026,793,1745,1269,364
Maharashtra,Ahmednagar,Sangamner,Wheat,147 Average,03/02/2026,1559,2338,1948,213
Maharashtra,Ahmednagar,Sangamner,Rice,Common,03/02/2026,2032,3659,2845,309
Maharashtra,Ahmednagar,Sangamner,Maize,Yellow,03/02/2026,1304,1883,1593,54
Maharashtra,Solapur,Solapur,Tomato,Local,03/02/2026,566,1771,1168,262
Maharashtra,Solapur,Solapur,Onion,Red,03/02/2026,911,2658,1784,227
Maharashtra,Solapur,Solapur,Potato,Local,03/02/2026,726,1598,1162,248
Maharashtra,Solapur,Solapur,Wheat,147 Average,03/02/2026,1428,2142,1785,240
Maharashtra,Solapur,Solapur,Rice,Common,03/02/2026,1995,3592,2793,307
Maharashtra,Solapur,Solapur,Maize,Yellow,03/02/2026,1361,1966,1663,314
Maharashtra,Solapur,Pandharpur,Tomato,Local,03/02/2026,651,2037,1344,268
Maharashtra,Solapur,Pandharpur,Onion,Red,03/02/2026,964,2812,1888,45
Maharashtra,Solapur,Pandharpur,Potato,Local,03/02/2026,679,1495,1087,253
Maharashtra,Solapur,Pandharpur,Wheat,147 Average,03/02/2026,1629,2444,2036,153
Maharashtra,Solapur,Pandharpur,Rice,Common,03/02/2026,1802,3244,2523,227
Maharashtra,Solapur,Pandharpur,Maize,Yellow,03/02/2026,1393,2012,1702,190
Maharashtra,Kolhapur,Kolhapur,Tomato,Local,03/02/2026,552,1726,1139,109
Maharashtra,Kolhapur,Kolhapur,Onion,Red,03/02/2026,924,2697,1810,384
Maharashtra,Kolhapur,Kolhapur,Potato,Local,03/02/2026,705,1552,1128,347
Maharashtra,Kolhapur,Kolhapur,Wheat,147 Average,03/02/2026,1499,2248,1873,82
Maharashtra,Kolhapur,Kolhapur,Rice,Common,03/02/2026,1994,3589,2791,123
Maharashtra,Kolhapur,Kolhapur,Maize,Yellow,03/02/2026,1417,2047,1732,260
Maharashtra,Kolhapur,Vadgaon,Tomato,Local,03/02/2026,549,1715,1132,163
Maharashtra,Kolhapur,Vadgaon,Onion,Red,03/02/2026,860,2508,1684,317
Maharashtra,Kolhapur,Vadgaon,Potato,Local,03/02/2026,728,1602,1165,148
Maharashtra,Kolhapur,Vadgaon,Wheat,147 Average,03/02/2026,1439,2159,1799,247
Maharashtra,Kolhapur,Vadgaon,Rice,Common,03/02/2026,2043,3677,2860,143
Maharashtra,Kolhapur,Vadgaon,Maize,Yellow,03/02/2026,1384,2000,1692,130
Maharashtra,Nashik,Nashik,Tomato,Local,04/02/2026,654,2046,1350,327
Maharashtra,Nashik,Nashik,Onion,Red,04/02/2026,848,2473,1660,107
Maharashtra,Nashik,Nashik,Potato,Local,04/02/2026,768,1690,1229,162
Maharashtra,Nashik,Nashik,Wheat,147 Average,04/02/2026,1578,2368,1973,376
Maharashtra,Nashik,Nashik,Rice,Common,04/02/2026,2035,3663,2849,99
Maharashtra,Nashik,Nashik,Maize,Yellow,04/02/2026,1375,1986,1680,224
Maharashtra,Nashik,Lasalgaon,Tomato,Local,04/02/2026,643,2010,1326,100
Maharashtra,Nashik,Lasalgaon,Onion,Red,04/02/2026,998,2911,1954,190
Maharashtra,Nashik,Lasalgaon,Potato,Local,04/02/2026,772,1699,1235,74
Maharashtra,Nashik,Lasalgaon,Wheat,147 Average,04/02/2026,1436,2154,1795,131
Maharashtra,Nashik,Lasalgaon,Rice,Common,04/02/2026,1844,3319,2581,180
Maharashtra,Nashik,Lasalgaon,Maize,Yellow,04/02/2026,1316,1901,1608,190
Maharashtra,Nashik,Pimpalgaon,Tomato,Local,04/02/2026,586,1832,1209,139
Maharashtra,Nashik,Pimpalgaon,Onion,Red,04/02/2026,826,2409,1617,201
Maharashtra,Nashik,Pimpalgaon,Potato,Local,04/02/2026,806,1773,1289,161
Maharashtra,Nashik,Pimpalgaon,Wheat,147 Average,04/02/2026,1387,2081,1734,330
Maharashtra,Nashik,Pimpalgaon,Rice,Common,04/02/2026,1824,3284,2554,288
Maharashtra,Nashik,Pimpalgaon,Maize,Yellow,04/02/2026,1476,2132,1804,231
Maharashtra,Pune,Pune,Tomato,Local,04/02/2026,650,2031,1340,311
Maharashtra,Pune,Pune,Onion,Red,04/02/2026,879,2565,1722,145
Maharashtra,Pune,Pune,Potato,Local,04/02/2026,828,1822,1325,291
Maharashtra,Pune,Pune,Wheat,147 Average,04/02/2026,1492,2238,1865,302
Maharashtra,Pune,Pune,Rice,Common,04/02/2026,1876,3377,2626,174
Maharashtra,Pune,Pune,Maize,Yellow,04/02/2026,1248,1803,1525,201
Maharashtra,Pune,Junnar,Tomato,Local,04/02/2026,630,1971,1300,305
Maharashtra,Pune,Junnar,Onion,Red,04/02/2026,837,2441,1639,343
Maharashtra,Pune,Junnar,Potato,Local,04/02/2026,698,1537,1117,46
Maharashtra,Pune,Junnar,Wheat,147 Average,04/02/2026,1650,2475,2062,199
Maharashtra,Pune,Junnar,Rice,Common,04/02/2026,1790,3222,2506,181
Maharashtra,Pune,Junnar,Maize,Yellow,04/02/2026,1495,2159,1827,240
Maharashtra,Pune,Khed,Tomato,Local,04/02/2026,596,1864,1230,273
Maharashtra,Pune,Khed,Onion,Red,04/02/2026,827,2412,1619,207
Maharashtra,Pune,Khed,Potato,Local,04/02/2026,818,1799,1308,273
Maharashtra,Pune,Khed,Wheat,147 Average,04/02/2026,1606,2410,2008,386
Maharashtra,Pune,Khed,Rice,Common,04/02/2026,1953,3516,2734,387
Maharashtra,Pune,Khed,Maize,Yellow,04/02/2026,1236,1786,1511,289
Maharashtra,Ahmednagar,Ahmednagar,Tomato,Local,04/02/2026,643,2012,1327,261
Maharashtra,Ahmednagar,Ahmednagar,Onion,Red,04/02/2026,928,2708,1818,292
Maharashtra,Ahmednagar,Ahmednagar,Potato,Local,04/02/2026,733,1612,1172,116
Maharashtra,Ahmednagar,Ahmednagar,Wheat,147 Average,04/02/2026,1401,2102,1751,185
Maharashtra,Ahmednagar,Ahmednagar,Rice,Common,04/02/2026,1879,3382,2630,160
Maharashtra,Ahmednagar,Ahmednagar,Maize,Yellow,04/02/2026,1430,2065,1747,289
Maharashtra,Ahmednagar,Sangamner,Tomato,Local,04/02/2026,651,2036,1343,257
Maharashtra,Ahmednagar,Sangamner,Onion,Red,04/02/2026,866,2527,1696,69
Maharashtra,Ahmednagar,Sangamner,Potato,Local,04/02/2026,758,1669,1213,47
Maharashtra,Ahmednagar,Sangamner,Wheat,147 Average,04/02/2026,1570,2355,1962,96
Maharashtra,Ahmednagar,Sangamner,Rice,Common,04/02/2026,1963,3535,2749,221
Maharashtra,Ahmednagar,Sangamner,Maize,Yellow,04/02/2026,1294,1870,1582,303
Maharashtra,Solapur,Solapur,Tomato,Local,04/02/2026,658,2056,1357,365
Maharashtra,Solapur,Solapur,Onion,Red,04/02/2026,890,2596,1743,128
Maharashtra,Solapur,Solapur,Potato,Local,04/02/2026,806,1773,1289,43
Maharashtra,Solapur,Solapur,Wheat,147 Average,04/02/2026,1507,2261,1884,78
Maharashtra,Solapur,Solapur,Rice,Common,04/02/2026,2020,3636,2828,101
Maharashtra,Solapur,Solapur,Maize,Yellow,04/02/2026,1486,2146,1816,293
Maharashtra,Solapur,Pandharpur,Tomato,Local,04/02/2026,635,1985,1310,85
Maharashtra,Solapur,Pandharpur,Onion,Red,04/02/2026,890,2597,1743,335
Maharashtra,Solapur,Pandharpur,Potato,Local,04/02/2026,751,1652,1201,291
Maharashtra,Solapur,Pandharpur,Wheat,147 Average,04/02/2026,1394,2091,1742,149
Maharashtra,Solapur,Pandharpur,Rice,Common,04/02/2026,1754,3157,2455,140
Maharashtra,Solapur,Pandharpur,Maize,Yellow,04/02/2026,1464,2115,1789,306
Maharashtra,Kolhapur,Kolhapur,Tomato,Local,04/02/2026,603,1886,1244,356
Maharashtra,Kolhapur,Kolhapur,Onion,Red,04/02/2026,950,2773,1861,89
Maharashtra,Kolhapur,Kolhapur,Potato,Local,04/02/2026,755,1661,1208,284
Maharashtra,Kolhapur,Kolhapur,Wheat,147 Average,04/02/2026,1448,2172,1810,69
Maharashtra,Kolhapur,Kolhapur,Rice,Common,04/02/2026,1990,3583,2786,308
Maharashtra,Kolhapur,Kolhapur,Maize,Yellow,04/02/2026,1262,1823,1542,167
Maharashtra,Kolhapur,Vadgaon,Tomato,Local,04/02/2026,624,1952,1288,326
Maharashtra,Kolhapur,Vadgaon,Onion,Red,04/02/2026,869,2535,1702,187
Maharashtra,Kolhapur,Vadgaon,Potato,Local,04/02/2026,814,1792,1303,144
Maharashtra,Kolhapur,Vadgaon,Wheat,147 Average,04/02/2026,1464,2197,1830,267
Maharashtra,Kolhapur,Vadgaon,Rice,Common,04/02/2026,2075,3736,2905,272
Maharashtra,Kolhapur,Vadgaon,Maize,Yellow,04/02/2026,1435,2073,1754,131
Maharashtra,Nashik,Nashik,Tomato,Local,05/02/2026,650,2032,1341,91
Maharashtra,Nashik,Nashik,Onion,Red,05/02/2026,932,2721,1826,167
Maharashtra,Nashik,Nashik,Potato,Local,05/02/2026,802,1764,1283,161
Maharashtra,Nashik,Nashik,Wheat,147 Average,05/02/2026,1592,2389,1990,378
Maharashtra,Nashik,Nashik,Rice,Common,05/02/2026,1879,3382,2630,241
Maharashtra,Nashik,Nashik,Maize,Yellow,05/02/2026,1430,2066,1748,385
Maharashtra,Nashik,Lasalgaon,Tomato,Local,05/02/2026,614,1920,1267,363
Maharashtra,Nashik,Lasalgaon,Onion,Red,05/02/2026,984,2870,1927,120
Maharashtra,Nashik,Lasalgaon,Potato,Local,05/02/2026,784,1724,1254,47
Maharashtra,Nashik,Lasalgaon,Wheat,147 Average,05/02/2026,1656,2485,2070,193
Maharashtra,Nashik,Lasalgaon,Rice,Common,05/02/2026,1839,3310,2574,361
Maharashtra,Nashik,Lasalgaon,Maize,Yellow,05/02/2026,1463,2113,1788,327
Maharashtra,Nashik,Pimpalgaon,Tomato,Local,05/02/2026,654,2043,1348,360
Maharashtra,Nashik,Pimpalgaon,Onion,Red,05/02/2026,900,2625,1762,39
Maharashtra,Nashik,Pimpalgaon,Potato,Local,05/02/2026,689,1517,1103,135
Maharashtra,Nashik,Pimpalgaon,Wheat,147 Average,05/02/2026,1372,2058,1715,271
Maharashtra,Nashik,Pimpalgaon,Rice,Common,05/02/2026,1909,3437,2673,272
Maharashtra,Nashik,Pimpalgaon,Maize,Yellow,05/02/2026,1335,1928,1631,220
Maharashtra,Pune,Pune,Tomato,Local,05/02/2026,547,1710,1128,256
Maharashtra,Pune,Pune,Onion,Red,05/02/2026,842,2457,1649,141
Maharashtra,Pune,Pune,Potato,Local,05/02/2026,830,1828,1329,391
Maharashtra,Pune,Pune,Wheat,147 Average,05/02/2026,1488,2232,1860,133
Maharashtra,Pune,Pune,Rice,Common,05/02/2026,1750,3150,2450,44
Maharashtra,Pune,Pune,Maize,Yellow,05/02/2026,1445,2088,1766,365
Maharashtra,Pune,Junnar,Tomato,Local,05/02/2026,657,2055,1356,287
Maharashtra,Pune,Junnar,Onion,Red,05/02/2026,867,2531,1699,225
Maharashtra,Pune,Junnar,Potato,Local,05/02/2026,735,1617,1176,358
Maharashtra,Pune,Junnar,Wheat,147 Average,05/02/2026,1441,2162,1801,51
Maharashtra,Pune,Junnar,Rice,Common,05/02/2026,1995,3592,2793,217
Maharashtra,Pune,Junnar,Maize,Yellow,05/02/2026,1435,2073,1754,302
Maharashtra,Pune,Khed,Tomato,Local,05/02/2026,596,1863,1229,61
Maharashtra,Pune,Khed,Onion,Red,05/02/2026,934,2725,1829,387
Maharashtra,Pune,Khed,Potato,Local,05/02/2026,751,1652,1201,264
Maharashtra,Pune,Khed,Wheat,147 Average,05/02/2026,1418,2127,1772,191
Maharashtra,Pune,Khed,Rice,Common,05/02/2026,2001,3602,2801,333
Maharashtra,Pune,Khed,Maize,Yellow,05/02/2026,1290,1864,1577,272
Maharashtra,Ahmednagar,Ahmednagar,Tomato,Local,05/02/2026,665,2078,1371,222
Maharashtra,Ahmednagar,Ahmednagar,Onion,Red,05/02/2026,913,2662,1787,378
Maharashtra,Ahmednagar,Ahmednagar,Potato,Local,05/02/2026,729,1605,1167,101
Maharashtra,Ahmednagar,Ahmednagar,Wheat,147 Average,05/02/2026,1611,2417,2014,219
Maharashtra,Ahmednagar,Ahmednagar,Rice,Common,05/02/2026,1923,3462,2692,270
Maharashtra,Ahmednagar,Ahmednagar,Maize,Yellow,05/02/2026,1414,2043,1728,306
Maharashtra,Ahmednagar,Sangamner,Tomato,Local,05/02/2026,638,1996,1317,174
Maharashtra,Ahmednagar,Sangamner,Onion,Red,05/02/2026,954,2782,1868,294
Maharashtra,Ahmednagar,Sangamner,Potato,Local,05/02/2026,755,1663,1209,213
Maharashtra,Ahmednagar,Sangamner,Wheat,147 Average,05/02/2026,1435,2153,1794,123
Maharashtra,Ahmednagar,Sangamner,Rice,Common,05/02/2026,1855,3339,2597,46
Maharashtra,Ahmednagar,Sangamner,Maize,Yellow,05/02/2026,1366,1973,1669,370
Maharashtra,Solapur,Solapur,Tomato,Local,05/02/2026,664,2075,1369,77
Maharashtra,Solapur,Solapur,Onion,Red,05/02/2026,855,2495,1675,294
Maharashtra,Solapur,Solapur,Potato,Local,05/02/2026,713,1570,1141,257
Maharashtra,Solapur,Solapur,Wheat,147 Average,05/02/2026,1604,2406,2005,116
Maharashtra,Solapur,Solapur,Rice,Common,05/02/2026,2002,3603,2802,256
Maharashtra,Solapur,Solapur,Maize,Yellow,05/02/2026,1237,1786,1511,52
Maharashtra,Solapur,Pandharpur,Tomato,Local,05/02/2026,661,2066,1363,360
Maharashtra,Solapur,Pandharpur,Onion,Red,05/02/2026,821,2395,1608,290
Maharashtra,Solapur,Pandharpur,Potato,Local,05/02/2026,686,1511,1098,179
Maharashtra,Solapur,Pandharpur,Wheat,147 Average,05/02/2026,1483,2224,1853,107
Maharashtra,Solapur,Pandharpur,Rice,Common,05/02/2026,2011,3621,2816,320
Maharashtra,Solapur,Pandharpur,Maize,Yellow,05/02/2026,1392,2011,1701,200
Maharashtra,Kolhapur,Kolhapur,Tomato,Local,05/02/2026,606,1896,1251,349
Maharashtra,Kolhapur,Kolhapur,Onion,Red,05/02/2026,941,2747,1844,134
Maharashtra,Kolhapur,Kolhapur,Potato,Local,05/02/2026,825,1816,1320,302
Maharashtra,Kolhapur,Kolhapur,Wheat,147 Average,05/02/2026,1512,2269,1890,96
Maharashtra,Kolhapur,Kolhapur,Rice,Common,05/02/2026,2075,3735,2905,347
Maharashtra,Kolhapur,Kolhapur,Maize,Yellow,05/02/2026,1367,1975,1671,185
Maharashtra,Kolhapur,Vadgaon,Tomato,Local,05/02/2026,648,2026,1337,341
Maharashtra,Kolhapur,Vadgaon,Onion,Red,05/02/2026,884,2580,1732,335
Maharashtra,Kolhapur,Vadgaon,Potato,Local,05/02/2026,695,1530,1112,302
Maharashtra,Kolhapur,Vadgaon,Wheat,147 Average,05/02/2026,1572,2358,1965,72
Maharashtra,Kolhapur,Vadgaon,Rice,Common,05/02/2026,1860,3348,2604,149
Maharashtra,Kolhapur,Vadgaon,Maize,Yellow,05/02/2026,1313,1897,1605,154
Maharashtra,Nashik,Nashik,Tomato,Local,06/02/2026,566,1769,1167,129
Maharashtra,Nashik,Nashik,Onion,Red,06/02/2026,853,2489,1671,267
Maharashtra,Nashik,Nashik,Potato,Local,06/02/2026,718,1579,1148,68
Maharashtra,Nashik,Nashik,Wheat,147 Average,06/02/2026,1594,2391,1992,224
Maharashtra,Nashik,Nashik,Rice,Common,06/02/2026,1941,3494,2717,183
Maharashtra,Nashik,Nashik,Maize,Yellow,06/02/2026,1236,1786,1511,124
Maharashtra,Nashik,Lasalgaon,Tomato,Local,06/02/2026,632,1978,1305,173
Maharashtra,Nashik,Lasalgaon,Onion,Red,06/02/2026,983,2869,1926,120
Maharashtra,Nashik,Lasalgaon,Potato,Local,06/02/2026,728,1601,1164,164
Maharashtra,Nashik,Lasalgaon,Wheat,147 Average,06/02/2026,1670,2505,2087,134
Maharashtra,Nashik,Lasalgaon,Rice,Common,06/02/2026,1773,3193,2483,75
Maharashtra,Nashik,Lasalgaon,Maize,Yellow,06/02/2026,1478,2135,1806,62
Maharashtra,Nashik,Pimpalgaon,Tomato,Local,06/02/2026,551,1722,1136,312
Maharashtra,Nashik,Pimpalgaon,Onion,Red,06/02/2026,993,2896,1944,352
Maharashtra,Nashik,Pimpalgaon,Potato,Local,06/02/2026,733,1614,1173,360
Maharashtra,Nashik,Pimpalgaon,Wheat,147 Average,06/02/2026,1510,2265,1887,44
Maharashtra,Nashik,Pimpalgaon,Rice,Common,06/02/2026,1844,3320,2582,299
Maharashtra,Nashik,Pimpalgaon,Maize,Yellow,06/02/2026,1372,1981,1676,249
Maharashtra,Pune,Pune,Tomato,Local,06/02/2026,563,1760,1161,340
Maharashtra,Pune,Pune,Onion,Red,06/02/2026,984,2871,1927,142
Maharashtra,Pune,Pune,Potato,Local,06/02/2026,767,1689,1228,351
Maharashtra,Pune,Pune,Wheat,147 Average,06/02/2026,1428,2142,1785,158
Maharashtra,Pune,Pune,Rice,Common,06/02/2026,1886,3395,2640,132
Maharashtra,Pune,Pune,Maize,Yellow,06/02/2026,1489,2151,1820,157
Maharashtra,Pune,Junnar,Tomato,Local,06/02/2026,665,2079,1372,404
Maharashtra,Pune,Junnar,Onion,Red,06/02/2026,839,2449,1644,279
Maharashtra,Pune,Junnar,Potato,Local,06/02/2026,760,1673,1216,88
Maharashtra,Pune,Junnar,Wheat,147 Average,06/02/2026,1528,2292,1910,158
Maharashtra,Pune,Junnar,Rice,Common,06/02/2026,2051,3692,2871,383
Maharashtra,Pune,Junnar,Maize,Yellow,06/02/2026,1310,1892,1601,282
Maharashtra,Pune,Khed,Tomato,Local,06/02/2026,616,1926,1271,247
Maharashtra,Pune,Khed,Onion,Red,06/02/2026,913,2664,1788,151
Maharashtra,Pune,Khed,Potato,Local,06/02/2026,707,1556,1131,208
Maharashtra,Pune,Khed,Wheat,147 Average,06/02/2026,1471,2206,1838,164
Maharashtra,Pune,Khed,Rice,Common,06/02/2026,1936,3485,2710,256
Maharashtra,Pune,Khed,Maize,Yellow,06/02/2026,1386,2002,1694,268
Maharashtra,Ahmednagar,Ahmednagar,Tomato,Local,06/02/2026,588,1839,1213,243
Maharashtra,Ahmednagar,Ahmednagar,Onion,Red,06/02/2026,884,2580,1732,85
Maharashtra,Ahmednagar,Ahmednagar,Potato,Local,06/02/2026,765,1683,1224,114
Maharashtra,Ahmednagar,Ahmednagar,Wheat,147 Average,06/02/2026,1669,2503,2086,364
Maharashtra,Ahmednagar,Ahmednagar,Rice,Common,06/02/2026,2077,3739,2908,313
Maharashtra,Ahmednagar,Ahmednagar,Maize,Yellow,06/02/2026,1395,2015,1705,219
Maharashtra,Ahmednagar,Sangamner,Tomato,Local,06/02/2026,646,2019,1332,300
Maharashtra,Ahmednagar,Sangamner,Onion,Red,06/02/2026,980,2860,1920,44
Maharashtra,Ahmednagar,Sangamner,Potato,Local,06/02/2026,833,1834,1333,93
Maharashtra,Ahmednagar,Sangamner,Wheat,147 Average,06/02/2026,1477,2216,1846,158
Maharashtra,Ahmednagar,Sangamner,Rice,Common,06/02/2026,1734,3121,2427,85
Maharashtra,Ahmednagar,Sangamner,Maize,Yellow,06/02/2026,1434,2072,1753,180
Maharashtra,Solapur,Solapur,Tomato,Local,06/02/2026,650,2033,1341,373
Maharashtra,Solapur,Solapur,Onion,Red,06/02/2026,998,2912,1955,262
Maharashtra,Solapur,Solapur,Potato,Local,06/02/2026,709,1560,1134,135
Maharashtra,Solapur,Solapur,Wheat,147 Average,06/02/2026,1613,2420,2016,86
Maharashtra,Solapur,Solapur,Rice,Common,06/02/2026,1826,3288,2557,233
Maharashtra,Solapur,Solapur,Maize,Yellow,06/02/2026,1376,1988,1682,107
Maharashtra,Solapur,Pandharpur,Tomato,Local,06/02/2026,633,1978,1305,234
Maharashtra,Solapur,Pandharpur,Onion,Red,06/02/2026,901,2630,1765,178
Maharashtra,Solapur,Pandharpur,Potato,Local,06/02/2026,796,1751,1273,247
Maharashtra,Solapur,Pandharpur,Wheat,147 Average,06/02/2026,1593,2389,1991,269
Maharashtra,Solapur,Pandharpur,Rice,Common,06/02/2026,1838,3309,2573,161
Maharashtra,Solapur,Pandharpur,Maize,Yellow,06/02/2026,1336,1930,1633,189
Maharashtra,Kolhapur,Kolhapur,Tomato,Local,06/02/2026,550,1719,1134,41
Maharashtra,Kolhapur,Kolhapur,Onion,Red,06/02/2026,991,2891,1941,118
Maharashtra,Kolhapur,Kolhapur,Potato,Local,06/02/2026,692,1524,1108,232
Maharashtra,Kolhapur,Kolhapur,Wheat,147 Average,06/02/2026,1652,2478,2065,96
Maharashtra,Kolhapur,Kolhapur,Rice,Common,06/02/2026,1949,3509,2729,106
Maharashtra,Kolhapur,Kolhapur,Maize,Yellow,06/02/2026,1250,1806,1528,316
Maharashtra,Kolhapur,Vadgaon,Tomato,Local,06/02/2026,605,1891,1248,265
Maharashtra,Kolhapur,Vadgaon,Onion,Red,06/02/2026,965,2815,1890,329
Maharashtra,Kolhapur,Vadgaon,Potato,Local,06/02/2026,725,1595,1160,293
Maharashtra,Kolhapur,Vadgaon,Wheat,147 Average,06/02/2026,1653,2480,2066,288
Maharashtra,Kolhapur,Vadgaon,Rice,Common,06/02/2026,2062,3712,2887,61
Maharashtra,Kolhapur,Vadgaon,Maize,Yellow,06/02/2026,1378,1991,1684,235
Maharashtra,Nashik,Nashik,Tomato,Local,07/02/2026,612,1912,1262,172
Maharashtra,Nashik,Nashik,Onion,Red,07/02/2026,911,2658,1784,235
Maharashtra,Nashik,Nashik,Potato,Local,07/02/2026,834,1834,1334,248
Maharashtra,Nashik,Nashik,Wheat,147 Average,07/02/2026,1474,2212,1843,120
Maharashtra,Nashik,Nashik,Rice,Common,07/02/2026,1962,3531,2746,202
Maharashtra,Nashik,Nashik,Maize,Yellow,07/02/2026,1419,2050,1734,391
Maharashtra,Nashik,Lasalgaon,Tomato,Local,07/02/2026,613,1916,1264,295
Maharashtra,Nashik,Lasalgaon,Onion,Red,07/02/2026,938,2738,1838,158
Maharashtra,Nashik,Lasalgaon,Potato,Local,07/02/2026,722,1588,1155,43
Maharashtra,Nashik,Lasalgaon,Wheat,147 Average,07/02/2026,1407,2110,1758,176
Maharashtra,Nashik,Lasalgaon,Rice,Common,07/02/2026,2048,3687,2867,98
Maharashtra,Nashik,Lasalgaon,Maize,Yellow,07/02/2026,1425,2058,1741,188
Maharashtra,Nashik,Pimpalgaon,Tomato,Local,07/02/2026,603,1887,1245,341
Maharashtra,Nashik,Pimpalgaon,Onion,Red,07/02/2026,898,2619,1758,323
Maharashtra,Nashik,Pimpalgaon,Potato,Local,07/02/2026,810,1782,1296,48
Maharashtra,Nashik,Pimpalgaon,Wheat,147 Average,07/02/2026,1424,2137,1780,271
Maharashtra,Nashik,Pimpalgaon,Rice,Common,07/02/2026,2084,3752,2918,209
Maharashtra,Nashik,Pimpalgaon,Maize,Yellow,07/02/2026,1489,2151,1820,67
Maharashtra,Pune,Pune,Tomato,Local,07/02/2026,615,1924,1269,371
Maharashtra,Pune,Pune,Onion,Red,07/02/2026,952,2778,1865,262
Maharashtra,Pune,Pune,Potato,Local,07/02/2026,840,1848,1344,87
Maharashtra,Pune,Pune,Wheat,147 Average,07/02/2026,1465,2197,1831,316
Maharashtra,Pune,Pune,Rice,Common,07/02/2026,1793,3228,2510,63
Maharashtra,Pune,Pune,Maize,Yellow,07/02/2026,1374,1984,1679,116
Maharashtra,Pune,Junnar,Tomato,Local,07/02/2026,576,1801,1188,172
Maharashtra,Pune,Junnar,Onion,Red,07/02/2026,991,2891,1941,317
Maharashtra,Pune,Junnar,Potato,Local,07/02/2026,702,1546,1124,201
Maharashtra,Pune,Junnar,Wheat,147 Average,07/02/2026,1676,2514,2095,402
Maharashtra,Pune,Junnar,Rice,Common,07/02/2026,1750,3150,2450,305
Maharashtra,Pune,Junnar,Maize,Yellow,07/02/2026,1314,1898,1606,193
Maharashtra,Pune,Khed,Tomato,Local,07/02/2026,583,1822,1202,302
Maharashtra,Pune,Khed,Onion,Red,07/02/2026,881,2570,1725,213
Maharashtra,Pune,Khed,Potato,Local,07/02/2026,773,1701,1237,252
Maharashtra,Pune,Khed,Wheat,147 Average,07/02/2026,1552,2328,1940,218
Maharashtra,Pune,Khed,Rice,Common,07/02/2026,2018,3633,2825,393
Maharashtra,Pune,Khed,Maize,Yellow,07/02/2026,1477,2133,1805,385
Maharashtra,Ahmednagar,Ahmednagar,Tomato,Local,07/02/2026,649,2028,1338,187
Maharashtra,Ahmednagar,Ahmednagar,Onion,Red,07/02/2026,888,2590,1739,206
Maharashtra,Ahmednagar,Ahmednagar,Potato,Local,07/02/2026,782,1721,1251,49
Maharashtra,Ahmednagar,Ahmednagar,Wheat,147 Average,07/02/2026,1624,2436,2030,291
Maharashtra,Ahmednagar,Ahmednagar,Rice,Common,07/02/2026,1882,3389,2635,94
Maharashtra,Ahmednagar,Ahmednagar,Maize,Yellow,07/02/2026,1399,2021,1710,370
Maharashtra,Ahmednagar,Sangamner,Tomato,Local,07/02/2026,650,2032,1341,129
Maharashtra,Ahmednagar,Sangamner,Onion,Red,07/02/2026,871,2540,1705,352
Maharashtra,Ahmednagar,Sangamner,Potato,Local,07/02/2026,822,1809,1315,280
Maharashtra,Ahmednagar,Sangamner,Wheat,147 Average,07/02/2026,1587,2380,1983,316
Maharashtra,Ahmednagar,Sangamner,Rice,Common,07/02/2026,1728,3111,2419,60
Maharashtra,Ahmednagar,Sangamner,Maize,Yellow,07/02/2026,1463,2113,1788,287
Maharashtra,Solapur,Solapur,Tomato,Local,07/02/2026,672,2102,1387,344
Maharashtra,Solapur,Solapur,Onion,Red,07/02/2026,898,2621,1759,258
Maharashtra,Solapur,Solapur,Potato,Local,07/02/2026,840,1849,1344,284
Maharashtra,Solapur,Solapur,Wheat,147 Average,07/02/2026,1655,2483,2069,412
Maharashtra,Solapur,Solapur,Rice,Common,07/02/2026,1724,3104,2414,226
Maharashtra,Solapur,Solapur,Maize,Yellow,07/02/2026,1515,2189,1852,225
Maharashtra,Solapur,Pandharpur,Tomato,Local,07/02/2026,566,1769,1167,129
Maharashtra,Solapur,Pandharpur,Onion,Red,07/02/2026,937,2734,1835,367
Maharashtra,Solapur,Pandharpur,Potato,Local,07/02/2026,783,1722,1252,43
Maharashtra,Solapur,Pandharpur,Wheat,147 Average,07/02/2026,1518,2278,1898,223
Maharashtra,Solapur,Pandharpur,Rice,Common,07/02/2026,1844,3319,2581,334
Maharashtra,Solapur,Pandharpur,Maize,Yellow,07/02/2026,1441,2081,1761,315
Maharashtra,Kolhapur,Kolhapur,Tomato,Local,07/02/2026,648,2025,1336,114
Maharashtra,Kolhapur,Kolhapur,Onion,Red,07/02/2026,972,2837,1904,172
Maharashtra,Kolhapur,Kolhapur,Potato,Local,07/02/2026,696,1531,1113,85
Maharashtra,Kolhapur,Kolhapur,Wheat,147 Average,07/02/2026,1649,2474,2061,178
Maharashtra,Kolhapur,Kolhapur,Rice,Common,07/02/2026,1982,3569,2775,238
Maharashtra,Kolhapur,Kolhapur,Maize,Yellow,07/02/2026,1305,1885,1595,121
